nz,n,param,chunk_size,status,compile_time_s,run_time_s,grad,peak_mem_bytes
64,20,c_k,8,OK,783.0584721565247,3.622974395751953,2.035594147481896e-06,3966387968
64,500,c_k,8,CRASHED_OOM,,,,14997272288
64,500,c_k,1,CRASHED_OOM,,,,95532148192
64,500,c_k,32,OK,778.5835690498352,82.38080549240112,-3.5392780843077117e+27,10958914304
